CPV_Categoria;Descripcion_Categoria;Tipo_de_contrato
31518500-5;Lamparas de vapor de mercurio;Suministros
31518600-6;Proyectores de luz;Suministros
31519000-7;Neones y lamparas incandescentes;Suministros
31519100-8;Lamparas incandescentes;Suministros
31519200-9;Neones;Suministros
31521000-4;Lamparas;Suministros
31521100-5;Lamparas de escritorio;Suministros
31521200-6;Lamparas de pie;Suministros
31521300-7;Lamparas electricas portatiles;Suministros
31521310-0;Luces de emergencia;Suministros
31521320-3;Linternas;Suministros
31521330-6;Lamparas electricas portatiles recargables;Suministros
31522000-1;Luces para arbol de Navidad;Suministros
31523000-8;Placas indicadoras y letreros luminosos;Suministros
31523100-9;Luminosos publicitarios de neon;Suministros
31523200-0;Se?ales de mensaje permanente;Suministros
31523300-1;Placas indicadoras luminosas;Suministros
31524000-5;Accesorios para iluminacion de techo o de pared;Suministros
31524100-6;Accesorios para iluminacion de techo;Suministros
31524110-9;Lamparas de quirofano;Suministros
31524120-2;Lamparas de techo;Suministros
31524200-7;Accesorios de iluminacion mural;Suministros
31524210-0;Apliques de pared;Suministros
31527000-6;Focos;Suministros
31527200-8;Luces para alumbrado exterior;Suministros
31527210-1;Faroles;Suministros
31527260-6;Sistemas de alumbrado;Suministros
31527270-9;Alumbrado de plataformas;Suministros
31527300-9;Luces para uso domestico;Suministros
31527400-0;Iluminacion sumergible;Suministros
31531000-7;Bombillas;Suministros
31531100-8;Lamparas y tubos;Suministros
31532000-4;Partes de lamparas y accesorios de iluminacion;Suministros
31532100-5;Lamparas de tubo;Suministros
31532110-8;Lamparas de tubo fluorescente;Suministros
31532120-1;Lamparas fluorescentes compactas de tubo;Suministros
31532200-6;Lamparas de anillo;Suministros
31532210-9;Neones circulares;Suministros
31532300-7;Lamparas de globo;Suministros
31532310-0;Globos fluorescentes compactos;Suministros
31532400-8;Casquillos;Suministros
31532500-9;Cebadores para lamparas;Suministros
31532510-2;Cebadores para lamparas fluorescentes;Suministros
31532600-0;Reactores para lamparas;Suministros
31532610-3;Reactores para lamparas fluorescentes;Suministros
31532700-1;Pantallas de lampara;Suministros
31532800-2;Brazos de lamparas;Suministros
31532900-3;Luces fluorescentes;Suministros
31532910-6;Tubos fluorescentes;Suministros
31532920-9;Bombillas y lamparas fluorescentes;Suministros
31611000-2;Juegos de cables;Suministros
31612000-9;Cableados electricos para motores;Suministros
31612200-1;Motores de arranque;Suministros
31612300-2;Material electrico de se?alizacion para motores;Suministros
31612310-5;Luces intermitentes;Suministros
31625000-3;Avisadores electricos de proteccion contra robos e incendios;Suministros
31625100-4;Sistemas de deteccion de incendios;Suministros
31625200-5;Sistemas de avisador de incendios;Suministros
31625300-6;Sistemas de alarma antirrobo;Suministros
31642000-8;Aparatos para deteccion electronica;Suministros
31642100-9;Detectores de tuberias metalicas;Suministros
31642200-0;Detectores de minas;Suministros
31642300-1;Detectores de plasticos;Suministros
31642400-2;Detectores de objetos no metalicos;Suministros
31642500-3;Detectores de madera;Suministros
31643000-5;Aceleradores de particulas;Suministros
31643100-6;Aceleradores lineales;Suministros
31644000-2;Registradores diversos de datos;Suministros
31645000-9;Billares electricos;Suministros
31651000-4;Cinta aislante;Suministros
31671000-0;Ampollas abiertas de vidrio y tubos de rayos catodicos;Suministros
31671100-1;Ampollas abiertas de vidrio;Suministros
31671200-2;Tubos de rayos catodicos;Suministros
31681000-3;Accesorios electricos;Suministros
31681100-4;Contactos electricos;Suministros
31681200-5;Bombas electricas;Suministros
31681300-6;Circuitos electricos;Suministros
31681400-7;Componentes electricos;Suministros
31681410-0;Materiales electricos;Suministros
31681500-8;Dispositivos de realimentacion;Suministros
31682000-0;Articulos electricos;Suministros
31682100-1;Cajas de electricidad;Suministros
31682110-4;Tapas para cajas de electricidad;Suministros
31682200-2;Tableros de instrumentos;Suministros
31682210-5;Equipo de instrumentacion y control;Suministros
31682220-8;Paneles mezcladores;Suministros
31682230-1;Paneles de visualizacion de graficos;Suministros
31682300-3;Equipo de media tension;Suministros
31682310-6;Cuadros de media tension;Suministros
31682400-4;Equipo electrico aereo;Suministros
31682410-7;Soportes de cables aereos;Suministros
31682500-5;Equipo de electricidad de emergencia;Suministros
31682510-8;Sistemas de energia de emergencia;Suministros
31682520-1;Sistemas de parada de emergencia;Suministros
31682530-4;Fuentes de alimentacion electrica de emergencia;Suministros
31682540-7;Equipo de subestacion;Suministros
31711000-3;Material electronico;Suministros
31711100-4;Componentes electronicos;Suministros
31711110-7;Transmisores-receptores;Suministros
31711120-0;Transductores;Suministros
31711130-3;Resistencias;Suministros
31711131-0;Resistencias electricas;Suministros
31711140-6;Electrodos;Suministros
31711150-9;Condensadores electricos;Suministros
31711151-6;Condensadores fijos;Suministros
31711152-3;Condensadores variables o regulables;Suministros
31711154-0;Baterias de condensadores;Suministros
31711155-7;Redes de condensadores;Suministros
31711200-5;Marcadores electronicos;Suministros
31711300-6;Sistemas electronicos de cronometraje;Suministros
31711310-9;Sistema de registro de presencia;Suministros
31711400-7;Valvulas y tubos;Suministros
31711410-0;Tubos catodicos para receptores de television;Suministros
31711411-7;Tubos de camara de television;Suministros
31711420-3;Tubos y equipo de microondas;Suministros
31711421-0;Magnetrones;Suministros
31711422-7;Equipo de microondas;Suministros
31711423-4;Equipo radioelectrico de microondas;Suministros
31711424-1;Klistrones;Suministros
31711430-6;Valvulas electricas;Suministros
31711440-9;Valvulas y tubos receptores o amplificadores;Suministros
31711500-8;Partes de conjuntos electronicos;Suministros
31711510-1;Partes de condensadores electricos;Suministros
31711520-4;Partes de resistencias electricas, reostatos y potenciometros;Suministros
31711530-7;Partes de lamparas, tubos y valvulas electronicos;Suministros
31712000-0;Maquinaria, aparatos y microsistemas microelectronicos;Suministros
31712100-1;Maquinaria y aparatos microelectronicos;Suministros
31712110-4;Circuitos integrados y microestructuras electronicas;Suministros
31712111-1;Tarjetas telefonicas;Suministros
31712112-8;Tarjetas SIM;Suministros
31712113-5;Tarjetas con circuitos integrados;Suministros
31712114-2;Circuitos electronicos integrados;Suministros
31712115-9;Microestructuras;Suministros
31712116-6;Microprocesadores;Suministros
31712117-3;Paquetes de circuitos integrados;Suministros
31712118-0;Zocalos o soportes de circuitos integrados;Suministros
31712119-7;Protectores de circuitos integrados;Suministros
31712200-2;Microsistemas;Suministros
31712300-3;Circuitos impresos;Suministros
31712310-6;Placas de circuito impreso, con elementos conductores y contactos;Suministros
31712320-9;Placas de circuito impreso, sin elementos conductores ni contactos;Suministros
31712330-2;Semiconductores;Suministros
31712331-9;Celulas fotovoltaicas;Suministros
31712332-6;Tiristores;Suministros
31712333-3;Diacs;Suministros
31712334-0;Triacs;Suministros
31712335-7;Optoacopladores;Suministros
31712336-4;Osciladores de cuarzo;Suministros
31712340-5;Diodos;Suministros
31712341-2;Diodos fotoemisores;Suministros
31712342-9;Diodos de microondas o de peque?a se?al;Suministros
31712343-6;Diodos Zener;Suministros
31712344-3;Diodos Schottky;Suministros
31712345-0;Diodos tunel;Suministros
31712346-7;Diodos fotosensibles;Suministros
31712347-4;Diodos electricos o solares;Suministros
31712348-1;Diodos laser;Suministros
31712349-8;Diodos de radiofrecuencia;Suministros
31712350-8;Transistores;Suministros
31712351-5;Transistores fotosensibles;Suministros
31712352-2;Transistores de efecto de campo;Suministros
31712353-9;Transistor metal-oxido-semiconductor (MOSFET);Suministros
31712354-6;Chips de transistores;Suministros
31712355-3;Transistores bipolares Darlington o de radiofrecuencia;Suministros
31712356-0;Transistores uniunion;Suministros
31712357-7;Transistores bipolares de rejilla aislada (IGTB);Suministros
31712358-4;Transistores de efecto de campo de union (JFET);Suministros
31712359-1;Transistores bipolares de union (BJT);Suministros
31712360-1;Cristales piezoelectricos montados;Suministros
31731000-9;Material electrotecnico;Suministros
31731100-0;Modulos;Suministros
32211000-5;Equipo de produccion de radiodifusion;Suministros
32221000-8;Radiofaros;Suministros
32222000-5;Aparatos de codificacion de se?ales de video;Suministros
32223000-2;Aparatos transmisores de video;Suministros
32224000-9;Aparatos transmisores de television;Suministros
32231000-1;Aparatos de television en circuito cerrado;Suministros
32232000-8;Equipo de videoconferencia;Suministros
32233000-5;Estaciones de amplificacion de radiofrecuencia;Suministros
32234000-2;Camaras de television en circuito cerrado;Suministros
32235000-9;Sistema de vigilancia en circuito cerrado;Suministros
32236000-6;Radiotelefonos;Suministros
32237000-3;Emisores-receptores portatiles;Suministros
32251000-7;Telefonos para automovil;Suministros
32251100-8;Kit manos libres;Suministros
32252000-4;Telefonos GSM;Suministros
32252100-5;Telefonos moviles <manos libres>;Suministros
32252110-8;Telefonos moviles <manos libres> (inalambricos);Suministros
32321000-9;Equipo de proyeccion de television;Suministros
32321100-0;Equipo de video y filmacion;Suministros
32321200-1;Equipo audiovisual;Suministros
32321300-2;Materiales audiovisuales;Suministros
32322000-6;Equipo multimedia;Suministros
32323000-3;Videomonitores;Suministros
32323100-4;Videomonitores color;Suministros
32323200-5;Videomonitores monocromo;Suministros
32323300-6;Equipo de video;Suministros
32323400-7;Equipo de reproduccion de video;Suministros
32323500-8;Sistema de vigilancia por video;Suministros
32324000-0;Receptores de television;Suministros
32324100-1;Receptores de television en color;Suministros
32324200-2;Receptores de television monocromo;Suministros
32324300-3;Equipo de television;Suministros
32324310-6;Antenas de satelite;Suministros
32324400-4;Antenas de television;Suministros
32324500-5;Sintonizadores de video;Suministros
32324600-6;Descodificadores para television digital;Suministros
32331000-2;Platos giradiscos;Suministros
32331100-3;Tocadiscos;Suministros
32331200-4;Lectores de casetes;Suministros
32331300-5;Aparatos de reproduccion del sonido;Suministros
32331500-7;Grabadoras;Suministros
32331600-8;Reproductores de MP3;Suministros
32332000-9;Magnetofonos;Suministros
32332100-0;Dictafonos;Suministros
32332200-1;Contestadores telefonicos;Suministros
32332300-2;Grabadores de sonido;Suministros
32333000-6;Aparatos de grabacion o reproduccion de video;Suministros
32333100-7;Grabadores de video;Suministros
32333200-8;Videocamaras;Suministros
32333300-9;Reproductores de video;Suministros
32333400-0;Lectores de video;Suministros
32341000-5;Microfonos;Suministros
32342000-2;Altavoces;Suministros
32342100-3;Auriculares de casco;Suministros
32342200-4;Auriculares;Suministros
32342300-5;Juegos de microfonos y altavoces;Suministros
32342400-6;Dispositivos acusticos;Suministros
32342410-9;Equipo de sonido;Suministros
32342411-6;Minialtavoces;Suministros
32342412-3;Pantallas acusticas (altavoces);Suministros
32342420-2;Pupitre mezclador;Suministros
32342430-5;Sistema de compresion de se?ales vocales;Suministros
32342440-8;Sistema de correo vocal;Suministros
32342450-1;Registradores de voz;Suministros
32343000-9;Amplificadores;Suministros
32343100-0;Amplificadores de audiofrecuencia;Suministros
32343200-1;Megafonos;Suministros
32344000-6;Receptores para radiotelefonia o radiotelegrafia;Suministros
32344100-7;Receptores portatiles de llamada y radiobusqueda;Suministros
32344110-0;Sistema de registro vocal;Suministros
32344200-8;Receptores de radio;Suministros
32344210-1;Equipo de radio;Suministros
32344220-4;Aparatos de radiobusqueda;Suministros
32344230-7;Estaciones de radio;Suministros
32344240-0;Estacion repetidora;Suministros
32344250-3;Instalaciones de radio;Suministros
32344260-6;Equipo de radio y multiplex;Suministros
32344270-9;Sistema de control de radio y telefono;Suministros
32344280-2;Radios portatiles;Suministros
32351000-8;Accesorios para equipo de sonido y video;Suministros
32351100-9;Equipo de videoedicion;Suministros
32351200-0;Pantallas;Suministros
32351300-1;Accesorios para equipos de sonido;Suministros
32351310-4;Casetes de audio;Suministros
32352000-5;Antenas y reflectores;Suministros
32352100-6;Partes de equipo de radio y radar;Suministros
32352200-7;Repuestos y accesorios de radar;Suministros
32353000-2;Grabaciones de sonido;Suministros
32353100-3;Discos;Suministros
32353200-4;Casetes de musica;Suministros
32354000-9;Productos de pelicula;Suministros
32354100-0;Pelicula para radiologia;Suministros
32354110-3;Pelicula para rayos X;Suministros
32354120-6;Film diazo azul;Suministros
32354200-1;Pelicula cinematografica;Suministros
32354300-2;Pelicula fotografica;Suministros
32354400-3;Pelicula de impresion instantanea;Suministros
32354500-4;Peliculas de video;Suministros
32354600-5;Casetes de video;Suministros
32354700-6;Videocintas;Suministros
32354800-7;Pelicula retractil;Suministros
32411000-7;Red de anillo con paso de testigo;Suministros
32412000-4;Red de comunicaciones;Suministros
32412100-5;Red de telecomunicaciones;Suministros
32412110-8;Red Internet;Suministros
32412120-1;Red intranet;Suministros
32413000-1;Red integrada;Suministros
32413100-2;Encaminadores de red;Suministros
32415000-5;Red Ethernet;Suministros
32416000-2;Red RDSI;Suministros
32416100-3;Red ISDX;Suministros
32417000-9;Redes multimedia;Suministros
32418000-6;Red de radio;Suministros
32421000-0;Cableado de red;Suministros
32422000-7;Componentes de red;Suministros
32423000-4;Nodos de red;Suministros
32424000-1;Infraestructura de red;Suministros
32425000-8;Sistema de explotacion de red;Suministros
32426000-5;Sistema de edicion de red;Suministros
32427000-2;Sistema de red;Suministros
32428000-9;Actualizacion de la red;Suministros
32429000-6;Equipo de red telefonica;Suministros
32441000-6;Equipo de telemetria;Suministros
32441100-7;Sistema telemetrico de vigilancia;Suministros
32441200-8;Equipo de telemetria y control;Suministros
32441300-9;Sistema de telematica;Suministros
32442000-3;Cuadros de bornes;Suministros
32442100-4;Cajas de bornes;Suministros
32442200-5;Emuladores de bornes;Suministros
